name,type1,type2,hp,atk,def,spa,spd,spe,ability1,ability2,ability3,moveset
Clefairy,Fairy,NULL,70,45,48,60,65,35,Cute Charm,Magic Guard,Friend Guard,"afteryou, allyswitch, amnesia, attract, batonpass, bestow, bide, blizzard, bodyslam, bounce, brickbreak, bubblebeam, calmmind, captivate, chargebeam, charm, confide, copycat, cosmicpower, counter, covet, curse, dazzlinggleam, defensecurl, detect, dig, disarmingvoice, doubleedge, doubleslap, doubleteam, drainingkiss, drainpunch, dreameater, dualwingbeat, dynamicpunch, echoedvoice, encore, endeavor, endure, facade, faketears, fireblast, firepunch, flamethrower, flash, fling, focuspunch, followme, frustration, grassknot, gravity, growl, headbutt, healbell, healingwish, helpinghand, hiddenpower, hypervoice, icebeam, icepunch, icywind, imprison, incinerate, irontail, knockoff, lastresort, lifedew, lightscreen, luckychant, magicalleaf, magiccoat, megakick, megapunch, meteorbeam, meteormash, metronome, mimic, minimize, mistyexplosion, mistyterrain, moonblast, moonlight, mudslap, mysticalfire, naturalgift, nightmare, playrough, pound, poweruppunch, protect, psychic, psychup, psyshock, psywave, rage, raindance, recycle, reflect, rest, retaliate, return, rocksmash, roleplay, rollout, round, safeguard, secretpower, seismictoss, shadowball, shockwave, signalbeam, sing, skullbash, sleeptalk, snatch, snore, softboiled, solarbeam, splash, spotlight, stealthrock, storedpower, strength, submission, substitute, sunnyday, swagger, sweetkiss, takedown, telekinesis, teleport, thunder, thunderbolt, thunderpunch, thunderwave, toxic, triattack, trick, uproar, wakeupslap, watergun, waterpulse, wonderroom, workup, zapcannon, zenheadbutt"
Clefable,Fairy,NULL,95,70,73,95,90,60,Cute Charm,Magic Guard,Unaware,"afteryou, allyswitch, amnesia, attract, batonpass, bide, blizzard, bodyslam, bounce, brickbreak, bubblebeam, calmmind, captivate, chargebeam, charm, confide, copycat, cosmicpower, counter, covet, curse, dazzlinggleam, defensecurl, detect, dig, disarmingvoice, doubleedge, doubleslap, doubleteam, drainingkiss, drainpunch, dreameater, dualwingbeat, dynamicpunch, echoedvoice, encore, endeavor, endure, facade, faketears, fireblast, firepunch, flamethrower, flash, fling, focusblast, focuspunch, followme, frustration, gigaimpact, grassknot, gravity, growl, headbutt, healbell, healingwish, helpinghand, hiddenpower, hyperbeam, hypervoice, icebeam, icepunch, icywind, imprison, incinerate, irontail, knockoff, laserfocus, lastresort, lifedew, lightscreen, magicalleaf, magiccoat, megakick, megapunch, meteorbeam, meteormash, metronome, mimic, minimize, mistyexplosion, mistyterrain, moonblast, moonlight, mudslap, mysticalfire, naturalgift, nightmare, playrough, pound, poweruppunch, protect, psychic, psychup, psyshock, psywave, rage, raindance, recycle, reflect, rest, retaliate, return, rocksmash, roleplay, rollout, round, safeguard, secretpower, seismictoss, shadowball, shockwave, signalbeam, sing, skullbash, sleeptalk, snatch, snore, softboiled, solarbeam, splash, spotlight, stealthrock, storedpower, strength, submission, substitute, sunnyday, swagger, sweetkiss, takedown, telekinesis, teleport, thunder, thunderbolt, thunderpunch, thunderwave, toxic, triattack, trick, uproar, watergun, waterpulse, wonderroom, workup, zapcannon, zenheadbutt"
Vulpix,Fire,NULL,38,41,40,50,65,65,Flash Fire,Drought,NULL,"agility, attract, babydolleyes, bide, bodyslam, burningjealousy, captivate, charm, confide, confuseray, covet, curse, darkpulse, dig, disable, doubleedge, doubleteam, ember, encore, endure, energyball, extrasensory, facade, feintattack, fireblast, firespin, flail, flameburst, flamecharge, flamethrower, flareblitz, foulplay, frustration, grudge, headbutt, heatwave, hex, hiddenpower, howl, hypnosis, imprison, incinerate, inferno, irontail, memento, mimic, mysticalfire, naturalgift, ominouswind, overheat, painsplit, payback, powerswap, protect, psychup, quickattack, rage, reflect, rest, return, roar, roleplay, round, safeguard, secretpower, skullbash, sleeptalk, snore, spite, substitute, sunnyday, swagger, swift, tackle, tailslap, tailwhip, takedown, toxic, weatherball, willowisp, zenheadbutt"
Ninetales,Fire,NULL,73,76,75,81,100,100,Flash Fire,Drought,NULL,"agility, attract, bide, bodyslam, burningjealousy, calmmind, captivate, confide, confuseray, covet, curse, darkpulse, dig, disable, doubleedge, doubleteam, dreameater, ember, encore, endure, energyball, extrasensory, facade, faketears, fireblast, firespin, flamecharge, flamethrower, flareblitz, foulplay, frustration, gigaimpact, grudge, headbutt, heatwave, hex, hiddenpower, hyperbeam, hypnosis, imprison, incinerate, inferno, irontail, laserfocus, mimic, mysticalfire, nastyplot, naturalgift, ominouswind, overheat, painsplit, payback, powerswap, protect, psychup, psyshock, quickattack, rage, reflect, rest, return, roar, roleplay, round, safeguard, scorchingsands, secretpower, shadowball, skullbash, sleeptalk, snore, solarbeam, spite, storedpower, substitute, sunnyday, swagger, swift, tackle, tailslap, tailwhip, takedown, toxic, weatherball, willowisp, zenheadbutt"
Jigglypuff,Normal,Fairy,115,45,20,45,25,20,Cute Charm,Competitive,Friend Guard,"allyswitch, attract, batonpass, bide, blizzard, bodyslam, bounce, brickbreak, bubblebeam, captivate, chargebeam, charm, confide, copycat, counter, covet, curse, dazzlinggleam, defensecurl, detect, dig, disable, disarmingvoice, doubleedge, doubleslap, doubleteam, drainingkiss, drainpunch, dreameater, dynamicpunch, echoedvoice, endeavor, endure, facade, faketears, fireblast, firepunch, flamethrower, flash, fling, focuspunch, frustration, grassknot, gravity, gyroball, headbutt, healbell, helpinghand, hiddenpower, hypervoice, icebeam, icepunch, icywind, incinerate, knockoff, lastresort, lightscreen, magiccoat, megakick, megapunch, mimic, mistyexplosion, mistyterrain, mudslap, naturalgift, nightmare, painsplit, playnice, playrough, pound, poweruppunch, protect, psychic, psychup, psywave, rage, raindance, recycle, reflect, rest, retaliate, return, roleplay, rollout, round, safeguard, screech, secretpower, seismictoss, selfdestruct, shadowball, shockwave, sing, skullbash, sleeptalk, snatch, snore, solarbeam, spitup, stealthrock, steelroller, stockpile, strength, submission, substitute, sunnyday, swagger, swallow, sweetkiss, takedown, telekinesis, teleport, thunder, thunderbolt, thunderpunch, thunderwave, toxic, triattack, uproar, wakeupslap, watergun, waterpulse, wildcharge, workup, zapcannon"
Wigglytuff,Normal,Fairy,140,70,45,85,50,45,Cute Charm,Competitive,Frisk,"allyswitch, attract, batonpass, bide, blizzard, bodyslam, bounce, brickbreak, bubblebeam, captivate, chargebeam, charm, confide, copycat, counter, covet, curse, dazzlinggleam, defensecurl, detect, dig, disable, disarmingvoice, doubleedge, doubleslap, doubleteam, drainingkiss, drainpunch, dreameater, dynamicpunch, echoedvoice, endeavor, endure, expandingforce, facade, faketears, fireblast, firepunch, flamethrower, flash, fling, focusblast, focuspunch, frustration, gigaimpact, grassknot, gravity, gyroball, headbutt, healbell, helpinghand, hiddenpower, hyperbeam, hypervoice, icebeam, icepunch, icywind, incinerate, knockoff, laserfocus, lastresort, lightscreen, magiccoat, magicroom, megakick, megapunch, mimic, minimize, mistyexplosion, mistyterrain, mudslap, naturalgift, nightmare, painsplit, playrough, pound, poweruppunch, protect, psychic, psychup, psywave, rage, raindance, recycle, reflect, rest, retaliate, return, roleplay, rollout, round, safeguard, screech, secretpower, seismictoss, selfdestruct, shadowball, shockwave, sing, skullbash, sleeptalk, snatch, snore, solarbeam, spitup, stealthrock, steelroller, stockpile, strength, submission, substitute, sunnyday, swagger, swallow, sweetkiss, takedown, telekinesis, teleport, thunder, thunderbolt, thunderpunch, thunderwave, toxic, triattack, uproar, watergun, waterpulse, wildcharge, workup, zapcannon"
Zubat,Poison,Flying,40,45,35,30,40,55,Inner Focus,Infiltrator,NULL,"absorb, acrobatics, aerialace, agility, aircutter, airslash, assurance, astonish, attract, bide, bite, bravebird, captivate, confide, confuseray, crunch, curse, defog, detect, doubleedge, doubleteam, dualwingbeat, endure, facade, feintattack, fly, frustration, gigadrain, gust, haze, headbutt, heatwave, hiddenpower, hypnosis, leechlife, meanlook, megadrain, mimic, nastyplot, naturalgift, ominouswind, payback, pluck, poisonfang, protect, pursuit, quickattack, quickguard, rage, raindance, razorwind, rest, return, roost, round, secretpower, shadowball, sleeptalk, sludgebomb, snatch, snore, steelwing, substitute, sunnyday, superfang, supersonic, swagger, swift, tailwind, takedown, taunt, thief, torment, toxic, twister, uproar, uturn, venomdrench, venoshock, whirlwind, wingattack, zenheadbutt"
Golbat,Poison,Flying,75,80,70,65,75,90,Inner Focus,Infiltrator,NULL,"absorb, acrobatics, aerialace, agility, aircutter, airslash, assurance, astonish, attract, bide, bite, bravebird, captivate, confide, confuseray, crunch, curse, defog, detect, doubleedge, doubleteam, dualwingbeat, endure, facade, fly, frustration, gigadrain, gigaimpact, haze, headbutt, heatwave, hiddenpower, hyperbeam, leechlife, meanlook, megadrain, mimic, nastyplot, naturalgift, ominouswind, payback, pluck, poisonfang, protect, quickattack, quickguard, rage, raindance, razorwind, rest, return, roost, round, screech, secretpower, shadowball, sleeptalk, sludgebomb, snatch, snore, steelwing, substitute, sunnyday, superfang, supersonic, swagger, swift, tailwind, takedown, taunt, thief, torment, toxic, twister, uproar, uturn, venomdrench, venoshock, whirlwind, wingattack, zenheadbutt"
Oddish,Grass,Poison,45,50,55,75,65,30,Chlorophyll,Run Away,NULL,"absorb, acid, afteryou, attract, bide, bulletseed, captivate, charm, confide, curse, cut, dazzlinggleam, doubleedge, doubleteam, endure, energyball, facade, flail, flash, frustration, gastroacid, gigadrain, grassknot, grassyglide, grassyterrain, growth, headbutt, hiddenpower, infestation, ingrain, leechseed, luckychant, megadrain, mimic, moonblast, moonlight, naturalgift, naturepower, petaldance, poisonpowder, protect, rage, razorleaf, reflect, rest, return, round, secretpower, seedbomb, sleeppowder, sleeptalk, sludgebomb, snore, solarbeam, strengthsap, stunspore, substitute, sunnyday, swagger, sweetscent, swordsdance, synthesis, takedown, teeterdance, tickle, toxic, venoshock, worryseed"
Gloom,Grass,Poison,60,65,70,85,75,40,Chlorophyll,Stench,NULL,"absorb, acid, afteryou, attract, bide, bulletseed, captivate, charm, confide, curse, cut, dazzlinggleam, doubleedge, doubleteam, drainpunch, endure, energyball, facade, flash, fling, frustration, gastroacid, gigadrain, grassknot, grassyglide, grassyterrain, growth, headbutt, hiddenpower, infestation, luckychant, megadrain, mimic, moonblast, moonlight, naturalgift, naturepower, petalblizzard, petaldance, poisonpowder, protect, rage, razorleaf, reflect, rest, return, round, secretpower, seedbomb, sleeppowder, sleeptalk, sludgebomb, snore, solarbeam, stunspore, substitute, sunnyday, swagger, sweetscent, swordsdance, synthesis, takedown, toxic, venoshock, worryseed"
Vileplume,Grass,Poison,75,80,85,110,90,50,Chlorophyll,Effect Spore,NULL,"absorb, acid, afteryou, aromatherapy, attract, bide, bodyslam, bulletseed, captivate, charm, confide, corrosivegas, curse, cut, dazzlinggleam, doubleedge, doubleteam, drainpunch, endure, energyball, facade, flash, fling, frustration, gastroacid, gigadrain, gigaimpact, grassknot, grassyglide, grassyterrain, growth, headbutt, hiddenpower, hyperbeam, infestation, megadrain, mimic, moonblast, moonlight, naturalgift, naturepower, petalblizzard, petaldance, poisonpowder, pollenpuff, protect, rage, reflect, rest, return, round, safeguard, secretpower, seedbomb, sleeppowder, sleeptalk, sludgebomb, sludgewave, snore, solarbeam, stunspore, substitute, sunnyday, swagger, sweetscent, swordsdance, synthesis, takedown, toxic, venoshock, worryseed"
Paras,Bug,Grass,35,70,55,45,55,25,Effect Spore,Dry Skin,Damp,"absorb, aerialace, afteryou, agility, aromatherapy, attract, bide, bodyslam, brickbreak, bugbite, bulletseed, captivate, confide, counter, crosspoison, curse, cut, dig, doubleedge, doubleteam, endure, energyball, facade, falseswipe, fellstinger, flail, flash, frustration, furycutter, furyswipes, gigadrain, grassknot, grassyterrain, growth, headbutt, hiddenpower, honeclaws, knockoff, leechlife, leechseed, lightscreen, megadrain, metalclaw, mimic, naturalgift, naturepower, poisonpowder, protect, psybeam, pursuit, rage, ragepowder, reflect, refresh, rest, return, rocksmash, rototiller, round, scratch, screech, secretpower, seedbomb, skullbash, slash, sleeppowder, sleeptalk, sludgebomb, snore, solarbeam, spore, stringshot, strugglebug, stunspore, substitute, sunnyday, swagger, sweetscent, swordsdance, synthesis, takedown, thief, toxic, venoshock, wideguard, worryseed, xscissor"
Parasect,Bug,Grass,60,95,80,60,80,30,Effect Spore,Dry Skin,Damp,"absorb, aerialace, afteryou, aromatherapy, attract, bide, bodyslam, brickbreak, bugbite, bulletseed, captivate, confide, counter, crosspoison, curse, cut, dig, doubleedge, doubleteam, endure, energyball, facade, falseswipe, flash, frustration, furycutter, furyswipes, gigadrain, gigaimpact, grassknot, growth, headbutt, hiddenpower, honeclaws, hyperbeam, knockoff, leechlife, leechseed, lightscreen, megadrain, mimic, naturalgift, naturepower, poisonpowder, protect, rage, ragepowder, reflect, rest, return, rocksmash, round, scratch, screech, secretpower, seedbomb, skullbash, slash, sleeppowder, sleeptalk, sludgebomb, snore, solarbeam, spore, stringshot, strugglebug, stunspore, substitute, sunnyday, swagger, sweetscent, swordsdance, synthesis, takedown, thief, throatchop, toxic, venoshock, worryseed, xscissor"
Venonat,Bug,Poison,60,55,50,40,55,45,Compound Eyes,Tinted Lens,Run Away,"agility, attract, batonpass, bide, bugbite, captivate, confide, confusion, curse, disable, doubleedge, doubleteam, endure, facade, flash, foresight, frustration, gigadrain, headbutt, hiddenpower, infestation, leechlife, megadrain, mimic, morningsun, naturalgift, poisonfang, poisonpowder, protect, psybeam, psychic, psywave, rage, ragepowder, reflect, rest, return, round, screech, secretpower, signalbeam, skillswap, sleeppowder, sleeptalk, sludgebomb, snore, solarbeam, stringshot, strugglebug, stunspore, substitute, sunnyday, supersonic, swagger, sweetscent, swift, tackle, takedown, thief, toxic, toxicspikes, venoshock, zenheadbutt"
Venomoth,Bug,Poison,70,65,60,90,75,90,Shield Dust,Tinted Lens,Wonder Skin,"acrobatics, aerialace, agility, aircutter, attract, bide, bugbite, bugbuzz, captivate, confide, confusion, curse, defog, disable, doubleedge, doubleteam, dreameater, endure, energyball, facade, flash, foresight, frustration, gigadrain, gigaimpact, gust, headbutt, hiddenpower, hyperbeam, infestation, leechlife, megadrain, mimic, naturalgift, ominouswind, poisonfang, poisonpowder, protect, psybeam, psychic, psywave, quiverdance, rage, razorwind, reflect, refresh, rest, return, roost, round, screech, secretpower, signalbeam, silverwind, skillswap, sleeppowder, sleeptalk, sludgebomb, snore, solarbeam, stringshot, strugglebug, stunspore, substitute, sunnyday, supersonic, swagger, sweetscent, swift, tackle, tailwind, takedown, teleport, thief, toxic, twister, uturn, venoshock, whirlwind, zenheadbutt"
Diglett,Ground,NULL,10,55,25,35,45,95,Sand Veil,Arena Trap,Sand Force,"aerialace, agility, allyswitch, ancientpower, assurance, astonish, attract, beatup, bide, bodyslam, bulldoze, captivate, confide, curse, cut, dig, doubleedge, doubleteam, earthpower, earthquake, echoedvoice, endure, facade, feintattack, finalgambit, fissure, frustration, furyswipes, growl, headbutt, hiddenpower, honeclaws, magnitude, memento, mimic, mudbomb, mudslap, naturalgift, protect, pursuit, rage, rest, return, reversal, rockslide, rocksmash, rocktomb, round, sandattack, sandstorm, scorchingsands, scratch, screech, secretpower, shadowclaw, slash, sleeptalk, sludgebomb, snore, stealthrock, stompingtantrum, substitute, suckerpunch, sunnyday, swagger, takedown, thief, toxic, uproar, workup"
Dugtrio,Ground,NULL,35,100,50,50,70,120,Sand Veil,Arena Trap,Sand Force,"aerialace, agility, allyswitch, assurance, astonish, attract, beatup, bide, bodyslam, bulldoze, captivate, charm, confide, curse, cut, dig, doubleedge, doubleteam, earthpower, earthquake, echoedvoice, endure, facade, fissure, frustration, furyswipes, gigaimpact, growl, headbutt, hiddenpower, highhorsepower, honeclaws, hyperbeam, magnitude, mimic, mudbomb, mudslap, naturalgift, nightslash, protect, rage, rest, return, reversal, rockslide, rocksmash, rocktomb, rototiller, round, sandattack, sandstorm, sandtomb, scorchingsands, scratch, screech, secretpower, shadowclaw, slash, sleeptalk, sludgebomb, sludgewave, snore, stealthrock, stompingtantrum, stoneedge, substitute, suckerpunch, sunnyday, swagger, takedown, thief, toxic, triattack, uproar, workup"
Meowth,Normal,NULL,40,45,35,40,40,90,Pickup,Technician,Unnerve,"aerialace, amnesia, assist, assurance, attract, bide, bite, bodyslam, bubblebeam, captivate, charm, confide, covet, curse, cut, darkpulse, defensecurl, detect, dig, doubleedge, doubleteam, dreameater, echoedvoice, endure, facade, fakeout, feint, feintattack, flail, flash, foulplay, frustration, furyswipes, growl, gunkshot, happyhour, headbutt, hiddenpower, honeclaws, hypervoice, hypnosis, icywind, irontail, knockoff, lashout, lastresort, mimic, mudslap, nastyplot, naturalgift, nightmare, nightslash, odorsleuth, payback, payday, petaldance, playrough, protect, psychup, punishment, rage, raindance, rest, retaliate, return, round, scratch, screech, secretpower, seedbomb, shadowball, shadowclaw, shockwave, sing, skullbash, slash, sleeptalk, snatch, snore, spite, substitute, sunnyday, swagger, swift, tailwhip, takedown, taunt, thief, throatchop, thunder, thunderbolt, torment, toxic, uproar, uturn, watergun, waterpulse, workup, zapcannon"
